EdgeArray
114 114
946 285
628 831
879 919
1008 144
494 72
244 901
1022 811
905 837
5 961
849 853
56 38
672 396
639 397
861 494
849 18
951 434
709 319
265 741
35 756
395 692
195 707
662 909
357 404
441 940
506 319
689 394
750 560
580 705
678 245
49 567
689 878
541 165
386 445
380 470
368 445
198 432
868 839
419 710
394 671
339 255
542 61
2 702
1002 156
820 550
85 536
589 61
361 125
934 154
86 299
457 716
856 426
552 948
650 676
476 364
470 470
119 650
897 934
681 295
784 243
303 486
635 139
62 305
504 270
933 933
391 567
557 2
148 148
781 717
468 468
432 435
500 920
812 981
974 960
804 159
825 443
413 69
79 773
623 748
110 290
792 176
710 740
543 543
665 684
481 360
991 991
845 1007
882 882
20 767
640 415
356 770
160 451
738 914
992 625
560 352
154 26
589 266
57 57
603 315
40 348
573 653
111 530
25 461
542 255
560 706
341 326
69 432
444 474
418 152
931 783
803 171
653 406
305 298
740 164
457 416
765 842
863 825
828 679
178 899
587 990
1016 224
749 239
509 819
755 653
380 615
982 982
494 1022
144 348
226 572
51 158
859 665
69 353
470 517
135 451
496 468
13 390
782 964
526 598
893 842
696 696
694 308
126 283
289 774
1007 110
230 628
310 494
560 560
388 713
886 58
168 335
825 706
317 602
303 621
309 890
427 404
892 177
858 132
625 625
990 674
984 66
271 169
879 879
854 221
615 470
616 616
391 152
730 295
917 917
628 884
811 811
754 440
238 873
842 25
793 928
710 208
729 424
788 59
270 322
645 693
335 882
917 40
360 401
843 212
749 198
416 896
132 366
390 253
871 1002
500 902
812 914
418 930
64 553
298 285
608 608
378 153
585 468
60 60
59 897
717 75
4 591
493 257
858 863
159 543
682 682
499 1009
349 349
390 562
949 649
701 229
10 953
740 944
441 730
361 361
419 419
730 671
69 740
514 226
473 1
536 710
621 749
165 781
579 935
332 374
124 191
690 12
25 706
625 197
403 481
940 728
912 578
448 62
115 514
788 303
171 412
966 507
1022 494
86 38
253 784
124 25
44 933
831 223
293 716
65 162
809 782
401 948
320 215
877 252
946 419
591 760
882 917
35 363
840 169
702 933
900 361
210 623
135 412
715 879
968 968
606 980
104 902
521 911
863 226
996 184
672 672
962 922
958 35
777 293
536 938
465 249
80 405
555 192
706 396
603 624
449 449
376 897
236 859
530 541
1000 659
220 334
232 740
95 779
981 66
70 42
650 539
674 364
227 227
8 557
491 287
602 426
914 861
370 881
30 941
922 143
562 458
961 961
497 213
388 270
948 756
618 791
0 648
551 877
768 30
938 740
743 307
70 361
498 428
715 334
740 641
401 59
507 310
765 361
543 543
290 926
589 430
61 696
908 33
84 668
701 19
27 460
749 604
441 976
674 384
59 15
60 901
660 263
602 858
38 873
260 886
401 59
460 560
68 543
914 861
204 224
710 710
161 177
457 623
360 360
539 235
68 435
138 549
355 355
1002 217
190 324
387 759
367 270
967 688
317 156
812 878
915 580
571 562
121 318
953 10
68 1010
303 303
631 946
123 794
497 986
44 308
879 333
886 886
158 396
851 138
432 496
94 833
78 78
838 670
432 980
161 236
775 25
370 756
164 164
474 20
921 369
352 551
101 877
462 457
202 643
736 252
768 791
468 941
468 702
91 896
67 661
460 913
847 415
935 728
814 603
296 230
874 12
61 76
266 861
853 853
468 926
643 643
281 334
330 95
905 905
785 145
789 304
328 530
103 613
278 971
414 414
789 829
499 896
571 403
547 122
139 582
887 112
103 502
62 321
227 812
363 352
691 691
226 941
244 22
709 532
349 265
244 244
60 359
290 290
738 430
621 343
164 110
571 192
414 972
457 603
701 134
171 309
785 869
876 44
15 258
266 589
85 85
231 250
73 168
341 530
13 13
722 689
573 469
964 964
300 860
707 707
142 146
638 238
488 671
248 146
29 945
557 560
206 814
962 363
818 459
551 858
85 85
187 859
562 506
895 19
266 551
255 795
225 225
897 897
577 159
859 393
1017 879
249 468
648 648
42 704
7 412
933 486
290 626
639 76
811 204
20 303
906 758
13 13
293 65
229 242
352 115
543 85
69 784
524 350
13 756
102 934
114 740
926 66
316 316
440 440
419 419
375 351
243 68
795 244
44 826
264 319
616 590
82 82
585 135
841 66
626 265
249 736
393 393
491 673
131 720
592 953
301 701
443 443
107 875
879 387
603 672
103 502
701 29
964 608
717 0
243 58
239 792
175 887
904 438
865 865
343 343
966 966
71 345
726 855
237 901
360 819
785 785
168 367
732 732
829 829
1010 414
922 252
639 639
706 886
343 343
22 22
85 602
123 842
58 653
347 590
965 740
798 798
85 631
22 888
62 840
468 468
857 956
782 495
379 7
285 339
243 295
486 710
451 451
177 1022
401 198
309 603
37 390
532 688
236 56
643 740
545 1013
508 1009
866 561
417 59
1013 356
914 30
507 295
736 494
850 806
1002 35
740 740
541 541
669 669
535 335
397 639
400 415
73 81
669 780
789 227
49 148
911 911
651 215
177 146
929 571
23 722
378 933
56 192
722 227
408 779
353 1008
82 238
453 453
886 1009
229 737
640 756
365 627
616 824
418 418
536 616
525 142
694 439
234 61
701 349
1011 60
938 619
823 761
396 491
167 476
1002 808
343 803
564 499
1016 915
205 357
856 189
463 421
249 980
347 190
965 926
318 356
66 212
35 473
717 897
110 543
180 397
850 353
86 497
908 345
795 701
137 286
212 650
430 542
560 941
736 995
732 239
856 596
811 1017
858 650
763 445
782 593
189 434
309 35
207 388
516 199
82 795
157 157
851 536
922 317
358 530
567 567
532 290
789 789
363 363
261 261
367 510
361 30
685 16
830 557
90 193
798 747
822 83
787 161
580 886
154 60
543 339
923 923
917 330
738 430
589 130
195 195
301 112
573 283
919 156
9 381
882 646
486 740
266 532
103 707
75 569
536 557
405 405
622 64
491 51
934 719
506 32
486 334
321 159
390 843
675 731
585 1008
59 899
950 831
279 630
939 554
898 843
27 564
898 898
990 364
20 775
567 567
301 301
632 175
701 85
650 115
587 587
449 308
607 122
198 946
127 127
271 45
626 153
310 618
33 69
56 929
75 93
309 970
700 982
929 602
140 267
749 476
141 106
856 252
161 809
223 223
514 1009
81 547
552 552
567 396
310 419
461 242
765 252
562 788
301 301
1017 530
933 884
543 585
435 585
784 650
785 285
226 650
305 873
914 392
889 226
356 595
5 352
361 701
562 571
353 737
632 339
450 261
615 380
913 472
261 487
946 621
882 791
1008 91
152 367
941 5
123 914
196 205
156 899
533 159
980 494
1010 543
725 991
143 818
177 116
628 133
20 229
822 703
473 516
938 33
19 400
884 549
710 186
871 946
847 217
135 990
332 865
438 68
496 619
872 881
380 239
458 874
1015 1015
7 253
640 482
376 509
894 678
49 49
974 960
877 56
889 468
543 543
204 946
283 537
884 364
547 925
184 530
952 524
509 495
35 871
788 152
2 2
5 504
486 740
854 398
279 72
132 366
596 455
572 402
917 615
2 792
107 152
252 871
688 585
125 777
105 192
941 592
626 858
747 80
929 536
221 550
720 202
496 249
130 226
176 545
556 556
682 357
783 423
826 229
986 45
600 859
473 473
443 526
945 940
547 456
343 343
730 223
468 226
760 63
104 968
119 322
841 841
825 447
877 494
44 93
427 79
58 453
723 882
334 935
8 8
212 159
896 114
327 161
785 669
926 926
135 946
938 160
917 646
493 527
107 67
387 164
129 631
159 543
245 248
167 98
430 496
367 543
351 38
165 382
731 443
674 62
386 888
604 938
166 772
829 832
708 519
728 883
639 68
917 915
675 777
782 208
706 420
61 484
103 946
220 364
195 631
322 173
70 595
388 388
985 184
767 233
706 701
838 674
110 650
889 450
5 91
849 1010
926 290
824 630
536 391
398 165
642 937
167 707
632 849
623 197
110 785
164 110
384 796
99 334
689 27
78 210
25 989
639 491
543 543
187 509
977 577
744 471
13 448
709 228
643 239
1001 390
708 363
120 471
474 142
334 489
740 710
543 750
200 186
164 363
578 2
92 74
193 214
139 381
492 356
944 944
772 489
858 210
44 962
740 290
426 426
707 680
300 324
780 91
946 231
166 458
229 229
405 286
266 474
249 380
105 821
384 384
874 688
998 206
324 696
83 965
388 989
290 290
240 922
303 871
111 519
572 922
279 218
360 625
282 324
86 348
593 593
992 765
148 238
177 412
487 174
35 35
847 723
447 718
290 290
257 407
951 951
435 68
204 998
962 989
29 672
313 526
794 769
453 639
665 75
380 946
973 93
660 229
384 372
926 290
979 660
530 300
94 102
91 307
897 112
450 686
910 921
94 417
313 229
878 701
687 364
708 542
897 946
611 620
812 419
877 921
607 925
229 370
785 30
360 946
450 13
670 355
965 965
589 589
118 944
621 206
390 441
82 453
922 557
784 191
1 1
94 998
526 767
516 866
925 221
27 798
659 166
28 479
948 165
941 879
886 706
1022 307
962 142
557 560
49 783
882 515
208 208
71 208
296 296
100 100
51 51
716 716
217 484
536 616
35 886
208 624
152 554
870 723
964 871
472 954
564 69
378 589
561 696
1008 296
408 396
487 527
672 951
767 628
841 451
641 702
301 301
442 537
567 684
76 198
871 187
821 883
602 469
330 134
0 303
94 116
295 469
210 244
1022 819
888 470
415 173
905 249
394 917
904 993
290 702
976 97
935 935
934 456
246 177
586 586
306 860
819 265
159 30
135 396
730 915
393 242
40 368
270 290
972 956
678 243
784 110
914 812
723 723
749 586
320 320
966 412
621 419
981 270
560 589
667 414
639 1008
242 561
468 872
831 417
714 714
30 616
666 766
785 828
307 856
495 608
330 353
363 164
78 78
912 423
405 405
97 1008
233 855
837 225
61 246
897 782
695 406
990 160
850 521
624 208
630 776
964 631
638 710
192 469
322 349
7 585
682 621
844 844
740 303
426 470
255 287
401 495
726 971
776 500
964 717
528 373
951 96
397 619
868 581
835 46
643 567
164 5
193 617
253 159
14 854
554 554
172 403
425 325
905 496
566 938
923 826
863 504
143 855
618 823
723 698
164 1002
557 616
154 154
796 873
370 35
889 628
594 258
676 192
408 182
319 573
962 313
964 210
301 861
740 135
506 246
791 674
512 138
751 681
962 525
779 779
917 886
470 65
706 650
253 1006
638 198
266 837
119 795
150 705
580 684
788 788
995 995
328 969
205 124
683 436
539 354
572 613
754 754
740 69
980 553
114 585
358 21
1008 743
181 106
556 556
201 420
118 158
60 613
665 557
697 745
890 892
739 192
369 615
968 434
356 719
403 45
586 188
878 602
228 755
818 854
709 843
343 660
659 659
21 969
22 92
543 110
921 850
642 642
33 672
613 190
110 171
261 457
16 330
873 873
554 442
979 175
784 301
461 196
496 776
990 321
496 496
564 974
782 187
1017 354
218 720
683 488
469 562
758 689
279 523
169 648
216 325
251 919
201 536
294 18
255 875
151 404
