EdgeArray
637 650
238 481
718 721
888 902
480 719
93 450
141 159
750 974
32 155
782 790
775 931
867 980
72 932
647 649
929 65
667 695
283 290
238 242
128 292
594 617
315 326
551 597
84 112
463 676
237 241
396 454
628 865
337 339
894 57
936 943
633 636
182 819
936 153
451 84
624 640
734 754
979 664
253 503
610 618
689 883
13 43
134 156
653 777
898 916
655 685
627 630
21 498
907 910
780 794
54 81
253 349
262 277
952 953
924 931
972 976
40 55
277 308
288 308
494 512
719 728
991 0
77 96
28 36
744 843
879 907
148 169
143 297
6 954
309 322
354 142
5 36
156 695
142 157
327 438
541 681
86 117
108 211
379 45
995 129
262 313
238 254
254 375
244 597
545 546
576 600
8 133
611 634
595 599
927 941
551 40
441 612
333 363
532 715
804 824
367 398
111 122
419 894
455 479
526 539
181 201
107 51
430 439
694 357
204 583
408 112
627 160
822 853
809 939
127 245
813 638
395 604
9 322
12 112
101 110
813 243
13 241
676 432
137 300
801 830
219 346
837 176
979 7
765 771
159 206
527 534
809 202
289 290
680 682
598 622
672 677
422 479
156 185
412 437
681 196
950 101
248 250
200 203
897 920
424 433
379 381
730 900
951 961
800 777
153 287
366 367
754 763
816 672
240 453
788 891
407 429
771 921
516 524
522 526
958 687
569 586
32 257
815 845
444 468
977 989
701 928
353 434
27 56
374 377
673 799
269 410
149 993
55 308
154 205
82 302
819 833
430 767
946 91
462 658
746 748
374 245
976 983
502 525
371 372
448 626
76 746
587 686
599 532
69 79
881 911
693 707
267 459
24 31
880 908
591 683
778 791
363 509
985 988
588 794
928 950
706 938
985 229
14 35
140 150
133 139
867 877
180 326
418 673
12 511
917 62
556 362
852 856
368 383
302 411
736 749
708 737
804 814
240 402
992 217
55 67
217 244
912 587
80 983
9 234
218 245
385 190
493 691
279 565
197 446
992 998
475 635
326 821
706 731
655 674
782 801
121 145
429 489
907 68
438 454
927 936
172 200
409 70
130 132
95 246
389 409
727 758
90 118
602 937
606 628
795 818
102 121
344 374
571 322
668 681
624 651
752 890
407 422
179 309
151 160
874 40
580 712
241 465
297 314
101 130
882 913
257 978
460 473
913 939
658 162
673 864
270 819
135 155
514 518
323 396
757 972
398 16
815 840
19 176
74 258
209 413
772 498
315 15
510 525
496 732
800 829
484 509
211 217
581 932
540 689
187 414
63 72
234 261
359 377
622 719
580 668
686 711
841 862
763 764
183 205
595 96
648 673
355 176
213 406
432 462
196 378
871 893
553 893
899 79
119 940
397 196
290 291
777 944
715 724
774 14
412 413
415 481
998 240
102 150
806 52
328 378
926 869
306 458
321 993
542 557
351 376
463 702
405 605
852 24
90 117
264 513
908 937
550 581
777 684
598 604
679 908
913 917
147 271
49 64
258 266
597 599
40 46
82 579
644 895
364 693
271 285
523 578
559 734
720 347
688 717
969 989
867 896
232 249
680 686
436 439
856 995
390 410
874 880
534 537
722 859
646 656
605 607
931 941
551 723
760 770
926 931
673 678
743 749
573 276
257 449
941 953
392 400
723 794
811 165
579 548
60 85
162 278
325 356
136 798
485 744
563 566
767 859
821 826
169 178
103 883
570 571
491 688
623 650
262 387
876 209
394 293
921 949
62 75
99 106
34 40
366 934
516 536
116 927
3 27
903 46
462 467
177 207
178 388
50 150
181 184
524 530
675 704
363 373
691 715
11 400
630 644
444 302
975 988
843 863
176 230
420 436
401 417
925 973
986 145
501 509
214 243
459 481
67 101
946 950
883 52
387 876
638 698
495 589
485 509
858 884
898 928
466 479
658 673
581 612
19 20
713 947
799 848
674 803
107 137
58 83
317 770
999 195
787 797
277 290
458 677
96 73
937 251
286 298
546 573
98 551
869 899
867 228
599 604
591 620
65 85
124 591
840 847
101 106
939 100
560 649
481 118
330 359
181 183
195 220
227 241
674 705
711 774
409 552
464 467
392 395
297 319
220 227
968 977
477 496
473 714
933 988
221 424
162 357
848 153
61 225
54 404
462 493
309 318
48 26
504 665
779 787
201 232
917 640
439 458
643 864
54 203
720 732
988 926
424 162
982 127
293 784
604 621
957 958
334 389
690 712
231 234
993 799
293 298
660 673
271 819
903 913
771 777
833 856
457 484
455 547
268 51
882 886
769 772
796 811
61 755
480 553
516 354
773 803
52 446
215 216
697 728
915 39
304 313
229 257
177 932
45 63
210 241
732 956
168 983
23 212
513 537
422 442
445 471
731 638
83 322
700 719
709 779
328 335
764 997
924 931
215 70
172 96
793 809
572 974
141 318
357 524
481 444
429 655
16 37
428 447
796 820
385 413
344 389
31 60
50 54
267 284
543 563
641 733
711 714
311 636
208 130
92 112
698 347
318 322
878 904
578 681
853 25
478 503
176 303
73 93
578 581
521 540
164 258
696 133
562 564
168 191
511 524
812 835
162 350
380 408
330 352
814 581
567 660
261 420
646 185
250 279
691 130
123 133
652 923
15 79
415 181
339 483
947 956
460 594
303 204
921 924
28 123
557 670
553 581
800 812
831 325
750 89
491 514
615 841
927 953
537 560
43 65
963 980
713 305
813 825
613 628
309 325
511 547
719 868
360 362
907 379
145 162
633 855
621 683
695 866
911 930
843 865
90 270
227 761
667 684
535 680
772 797
860 868
680 698
873 894
602 605
748 758
850 348
622 628
850 860
819 853
249 990
888 111
418 443
349 421
406 222
960 39
134 164
89 281
2 21
958 122
325 347
162 387
834 857
728 730
735 572
909 256
980 9
506 524
859 961
961 982
298 308
833 839
946 961
321 333
915 929
325 346
284 494
72 75
709 712
821 845
954 50
521 535
457 486
477 485
369 484
172 7
740 751
587 560
500 116
437 457
252 785
109 206
84 551
527 554
935 948
477 494
964 983
137 158
550 556
363 368
487 502
773 783
576 588
948 953
641 670
970 971
137 281
779 799
992 13
301 327
468 740
184 153
102 125
65 81
548 734
506 828
830 858
239 243
47 112
24 53
110 264
238 258
944 34
532 563
905 466
675 683
526 251
177 96
22 201
465 489
549 554
414 456
41 264
467 280
480 717
476 266
209 752
419 446
1 997
97 122
87 74
666 694
650 676
114 123
580 587
252 923
887 317
759 979
254 273
12 250
55 72
496 165
221 234
838 83
825 723
764 939
164 49
921 945
605 624
635 640
862 865
185 208
341 361
619 644
652 196
388 396
245 398
839 864
17 883
955 966
411 444
770 818
769 790
359 507
838 865
230 250
72 152
716 739
789 998
19 45
438 202
582 700
929 951
7 171
21 358
34 51
765 788
59 84
964 982
756 786
541 163
599 804
48 701
679 708
786 796
768 756
220 224
85 95
178 24
491 945
135 306
602 606
585 590
437 448
594 814
264 290
276 513
967 984
834 356
992 998
459 461
348 561
244 512
572 581
934 604
731 748
869 49
443 384
42 56
261 269
780 181
461 463
694 701
511 624
354 374
920 922
358 703
575 772
520 551
838 851
318 857
673 827
28 43
990 8
146 618
381 475
211 753
725 727
877 889
860 869
612 900
320 391
840 849
319 437
900 914
482 183
752 769
138 147
612 638
388 402
352 581
71 74
808 816
612 811
391 908
826 828
926 941
555 567
184 206
56 85
203 218
129 907
583 602
49 236
729 867
171 185
965 979
669 829
431 896
564 439
411 412
665 674
549 683
822 999
76 87
552 970
470 508
259 260
346 400
242 489
489 543
440 444
536 516
857 925
277 342
633 847
885 689
73 91
357 387
99 322
592 831
423 261
372 385
340 475
896 908
380 769
439 665
893 912
828 855
548 728
51 55
790 53
5 347
65 85
30 61
36 592
95 154
988 66
649 654
875 930
791 818
739 749
796 827
836 850
132 145
233 250
853 89
819 912
106 133
269 279
742 764
538 345
100 101
208 232
380 395
706 727
146 656
849 893
531 561
658 683
131 141
29 448
147 203
671 615
842 856
316 358
505 506
847 856
866 613
591 825
469 539
758 0
315 328
283 479
229 260
354 131
874 888
759 787
183 670
727 735
583 103
68 640
